Data;Stawka;Obrót
2012-06-13;0,0467;3393
2012-06-14;0,0467;3485
2012-06-15;0,0473;2919
2012-06-18;0,0465;3123
2012-06-19;0,046;2658
2012-06-20;0,0465;2137
2012-06-21;0,0466;2622
2012-06-22;0,0467;2469
2012-06-25;0,0465;3199
2012-06-26;0,0471;1730
2012-06-27;0,048;4116
2012-06-28;0,0475;3971
2012-06-29;0,0478;300
2012-07-02;0,0463;638
2012-07-03;0,0471;343
2012-07-04;0,0472;890
2012-07-05;0,0473;749
2012-07-06;0,0468;1133
2012-07-09;0,0463;1645
2012-07-10;0,0468;410
2012-07-11;0,0467;523
2012-07-12;0,0466;2321
2012-07-13;0,0469;2458
2012-07-16;0,0473;2613
2012-07-17;0,0477;1539
2012-07-18;0,0474;583
2012-07-19;0,0473;1003
2012-07-20;0,0447;3648
2012-07-23;0,045;2928
2012-07-24;0,0463;3613
2012-07-25;0,0448;6124
2012-07-26;0,0437;3792
2012-07-27;0,0406;3105
2012-07-30;0,0482;345
2012-07-31;0,047;2388
2012-08-01;0,0466;3483
2012-08-02;0,047;3270
2012-08-03;0,0475;2723
2012-08-06;0,0469;2953
2012-08-07;0,0468;1678
2012-08-08;0,0468;2053
2012-08-09;0,0471;1802
2012-08-10;0,0473;955
2012-08-13;0,048;1335
2012-08-14;0,0477;1158
2012-08-16;0,0477;2064,5
2012-08-17;0,0468;1799
2012-08-20;0,0465;4777
2012-08-21;0,0458;5785
2012-08-22;0,0457;811
2012-08-23;0,0456;1459,5
2012-08-24;0,0499;2360
2012-08-27;0,0499;4630
2012-08-28;0,0493;5376
2012-08-29;0,0495;7015
2012-08-30;0,0498;4278
2012-08-31;0,0478;2101
2012-09-03;0,0467;1410
2012-09-04;0,0471;2235
2012-09-05;0,0472;2290
2012-09-06;0,0477;4469
2012-09-07;0,0472;3110
2012-09-10;0,0469;3958
2012-09-11;0,0471;1434
2012-09-12;0,0472;1735
2012-09-13;0,047;1120
2012-09-14;0,0468;1933
2012-09-17;0,0467;903
2012-09-18;0,0469;2750
2012-09-19;0,0468;3851
2012-09-20;0,0466;3427
2012-09-21;0,0477;3939,5
2012-09-24;0,0473;3874
2012-09-25;0,0471;3357
2012-09-26;0,0467;3851
2012-09-27;0,0487;2425
2012-09-28;0,0492;2558
2012-10-01;0,0471;3013
2012-10-02;0,0463;5070
2012-10-03;0,046;4683
2012-10-04;0,0467;4340
2012-10-05;0,0471;2983
2012-10-08;0,0478;2185
2012-10-09;0,0477;1475
2012-10-10;0,048;990
2012-10-11;0,0485;1413
2012-10-12;0,0473;4960
2012-10-15;0,0472;3415
2012-10-16;0,0469;2415
2012-10-17;0,0476;1509
2012-10-18;0,0469;1139
2012-10-19;0,0443;4028
2012-10-22;0,0443;2600
2012-10-23;0,0445;1275
2012-10-24;0,0428;3262
2012-10-25;0,0357;2949
2012-10-26;0,0474;4939
2012-10-29;0,0435;5590
2012-10-30;0,0488;4230
2012-10-31;0,0477;1319
2012-11-02;0,0474;1880
2012-11-05;0,0464;2770
2012-11-06;0,0462;2750
2012-11-07;0,0453;3140
2012-11-08;0,0448;4230
2012-11-09;0,045;2465
2012-11-12;0,0454;2965
2012-11-13;0,0454;2785
2012-11-14;0,0454;4445
2012-11-15;0,0454;3010
2012-11-16;0,045;3495
2012-11-19;0,0452;970
2012-11-20;0,0449;4209
2012-11-21;0,0447;3709
2012-11-22;0,0446;3434
2012-11-23;0,0456;2949
2012-11-26;0,0454;6512
2012-11-27;0,0454;5110
2012-11-28;0,0448;2700
2012-11-29;0,0458;2116
2012-11-30;0,0451;2345
2012-12-03;0,0449;2930,5
2012-12-04;0,044;1929,5
2012-12-05;0,0431;3029,5
2012-12-06;0,043;1685,5
2012-12-07;0,0426;4185
2012-12-10;0,0426;2235,7
2012-12-11;0,0424;1555
2012-12-12;0,0424;1323
2012-12-13;0,0425;1584
2012-12-14;0,0423;2033
2012-12-17;0,042;2613
2012-12-18;0,0418;3329
2012-12-19;0,0413;3521
2012-12-20;0,0409;5494
2012-12-21;0,0408;3850
2012-12-24;0,0399;2462
2012-12-27;0,0313;2225
2012-12-28;0,0417;425
2012-12-31;0,0374;375
2013-01-02;0,0389;1745
2013-01-03;0,0392;1780
2013-01-04;0,0403;1983
2013-01-07;0,0402;1693
2013-01-08;0,0396;1018
2013-01-09;0,0401;1330
2013-01-10;0,0398;2077
2013-01-11;0,0383;2263
2013-01-14;0,0377;2673
2013-01-15;0,0384;580
2013-01-16;0,039;2272
2013-01-17;0,0398;2294
2013-01-18;0,0397;2050
2013-01-21;0,0397;2265
2013-01-22;0,0394;3468
2013-01-23;0,0399;1318
2013-01-24;0,0395;1452
2013-01-25;0,0368;5484
2013-01-28;0,0369;5845
2013-01-29;0,0311;4024
2013-01-30;0,0404;2553
2013-01-31;0,0392;2166
2013-02-01;0,0402;1738
2013-02-04;0,0385;597
2013-02-05;0,0384;1674
2013-02-06;0,0377;3292
2013-02-07;0,0372;4066
2013-02-08;0,0372;2776
2013-02-11;0,0371;2915
2013-02-12;0,0368;3304
2013-02-13;0,0368;2342
2013-02-14;0,0369;3422
2013-02-15;0,037;1397
2013-02-18;0,0371;2552
2013-02-19;0,0369;4386
2013-02-20;0,0368;3660
2013-02-21;0,0368;1619,5
2013-02-22;0,0376;2340
2013-02-25;0,0372;3202
2013-02-26;0,0366;3161
2013-02-27;0,0381;2565
2013-02-28;0,037;1405
2013-03-01;0,0373;1322
2013-03-04;0,0369;1208,9
2013-03-05;0,0371;1590
2013-03-06;0,0343;2338
2013-03-07;0,0328;1484
2013-03-08;0,0325;874
2013-03-11;0,0324;4257
2013-03-12;0,032;4308
2013-03-13;0,032;1374
2013-03-14;0,0322;1725
2013-03-15;0,0312;2727
2013-03-18;0,0314;2009
2013-03-19;0,032;1640
2013-03-20;0,0318;2430
2013-03-21;0,032;1808
2013-03-22;0,0329;1980
2013-03-25;0,0329;2426
2013-03-26;0,0332;1331
2013-03-27;0,033;1622,5
2013-03-28;0,0325;1290
2013-03-29;0,033;320
2013-04-02;0,0317;914
2013-04-03;0,0318;1328
2013-04-04;0,0319;1970
2013-04-05;0,0322;1350
2013-04-08;0,0321;925
2013-04-09;0,0324;1287
2013-04-10;0,0321;1333
2013-04-11;0,0322;1255
2013-04-12;0,032;2862
2013-04-15;0,0322;1999
2013-04-16;0,0322;3352
2013-04-17;0,0316;2864
2013-04-18;0,0315;2202,5
2013-04-19;0,0299;7347
2013-04-22;0,0302;6495
2013-04-23;0,0291;5738
2013-04-24;0,0298;4048
2013-04-25;0,0269;8457
2013-04-26;0,021;3362,5
2013-04-29;0,033;1550
2013-04-30;0,031;6287
2013-05-02;0,0304;4097
2013-05-06;0,0302;3630
2013-05-07;0,0302;1678
2013-05-08;0,03;1563
2013-05-09;0,029;2773
2013-05-10;0,0286;3996
2013-05-13;0,0286;2113
2013-05-14;0,0292;2538
2013-05-15;0,0293;2763
2013-05-16;0,0294;1705
2013-05-17;0,0298;548
2013-05-20;0,0296;2545
2013-05-21;0,0298;2208
2013-05-22;0,0297;778
2013-05-23;0,0301;990
2013-05-24;0,03;3668
2013-05-27;0,0298;3362
2013-05-28;0,0312;2069
2013-05-29;0,0311;2673
2013-05-31;0,0291;2285
2013-06-03;0,0293;1725
2013-06-04;0,0297;990
2013-06-05;0,0276;1150
2013-06-06;0,0273;1595
2013-06-07;0,0272;2780
2013-06-10;0,0274;3330
2013-06-11;0,0279;1770
2013-06-12;0,0274;1774,5
2013-06-13;0,0278;1520
2013-06-14;0,0263;1680
2013-06-17;0,0262;2757,5
2013-06-18;0,0264;2255
2013-06-19;0,0264;2629
2013-06-20;0,0256;3234
2013-06-21;0,023;6259
2013-06-24;0,0251;3215
2013-06-25;0,0239;5852
2013-06-26;0,0208;4534
2013-06-27;0,0154;1065
2013-06-28;0,0263;825
2013-07-01;0,0239;1488
2013-07-02;0,0233;1333
2013-07-03;0,0234;1285
2013-07-04;0,0232;790
2013-07-05;0,0243;1085
2013-07-08;0,0243;1540
2013-07-09;0,0245;1459,5
2013-07-10;0,0247;965
2013-07-11;0,0246;1259,5
2013-07-12;0,0246;1313
2013-07-15;0,0252;1794
2013-07-16;0,025;2112
2013-07-17;0,0247;1910
2013-07-18;0,0249;3074
2013-07-19;0,024;2506
2013-07-22;0,02;7502
2013-07-23;0,0212;3260
2013-07-24;0,0207;3814,5
2013-07-25;0,0193;6783
2013-07-26;0,0163;4533
2013-07-29;0,0143;4089
2013-07-30;0,0253;1605
2013-07-31;0,0231;2230
2013-08-01;0,0247;760
2013-08-02;0,0241;1318
2013-08-05;0,0238;635
2013-08-06;0,0239;1344,5
2013-08-07;0,0242;1567,5
2013-08-08;0,024;915
2013-08-09;0,0244;1664
2013-08-12;0,0242;1987
2013-08-13;0,024;1201
2013-08-14;0,0244;1894
2013-08-16;0,0244;1796
2013-08-19;0,0247;1370
2013-08-20;0,0239;4349
2013-08-21;0,024;3160
2013-08-22;0,0242;1513
2013-08-23;0,0246;1938
2013-08-26;0,0247;3677
2013-08-27;0,0246;3980
2013-08-28;0,0248;3455
2013-08-29;0,0249;805
2013-08-30;0,0249;2855
2013-09-02;0,0233;1350
2013-09-03;0,0232;605
2013-09-04;0,023;756
2013-09-05;0,023;810
2013-09-06;0,0244;1690
2013-09-09;0,0246;3000
2013-09-10;0,0239;772
2013-09-11;0,0241;2003,5
2013-09-12;0,0243;1716,5
2013-09-13;0,0242;1210
2013-09-16;0,0244;1160
2013-09-17;0,0243;1870
2013-09-18;0,0241;3025
2013-09-19;0,0243;2084,5
2013-09-20;0,0242;3263
2013-09-23;0,0246;2324
2013-09-24;0,0242;1853
2013-09-25;0,0238;3843
2013-09-26;0,0218;5587
2013-09-27;0,0251;2785
2013-09-30;0,022;3535
2013-10-01;0,0243;848
2013-10-02;0,0244;1913
2013-10-03;0,0242;1263
2013-10-04;0,0242;1720
2013-10-07;0,0243;1050
2013-10-08;0,0247;1530
2013-10-09;0,025;1000
2013-10-10;0,0255;609,5
2013-10-11;0,0243;578
2013-10-14;0,0249;1729
2013-10-15;0,0243;1703
2013-10-16;0,0243;748
2013-10-17;0,0237;3312
2013-10-18;0,0233;2644
2013-10-21;0,0217;4923
2013-10-22;0,0218;2890
2013-10-23;0,0226;4180
2013-10-24;0,0219;6185
2013-10-25;0,0193;4685
2013-10-28;0,0234;2315
2013-10-29;0,0238;4345
2013-10-30;0,0266;4174
2013-10-31;0,0245;1381
2013-11-04;0,024;3243
2013-11-05;0,0243;2303
2013-11-06;0,0241;3145
2013-11-07;0,0241;3310
2013-11-08;0,024;3048
2013-11-12;0,0248;2173
2013-11-13;0,0249;1885
2013-11-14;0,0252;840
2013-11-15;0,0253;2510
2013-11-18;0,0253;891
2013-11-19;0,0247;1536
2013-11-20;0,0245;2397
2013-11-21;0,0244;1226
2013-11-22;0,0243;3271
2013-11-25;0,0242;3340
2013-11-26;0,0235;7664
2013-11-27;0,0247;2368
2013-11-28;0,0251;1348
2013-11-29;0,0244;1100
2013-12-02;0,0226;3803
2013-12-03;0,0236;822
2013-12-04;0,0242;1280
2013-12-05;0,0238;1463
2013-12-06;0,0239;1465
2013-12-09;0,0245;2100
2013-12-10;0,0244;789
2013-12-11;0,0241;1185
2013-12-12;0,0249;995
2013-12-13;0,024;1005
2013-12-16;0,0242;2785
2013-12-17;0,0243;2960
2013-12-18;0,0235;1690
2013-12-19;0,0234;1510
2013-12-20;0,018;2718
2013-12-23;0,0221;2557
2013-12-24;0,0182;2613
2013-12-27;0,0112;1355
2013-12-30;0,0255;645
2013-12-31;0,024;2130
2014-01-02;0,0242;1670
2014-01-03;0,024;1925
2014-01-07;0,0242;2682,5
2014-01-08;0,0243;1827,5
2014-01-09;0,0249;1908
2014-01-10;0,0246;875
2014-01-13;0,0245;1740
2014-01-14;0,0247;1254,5
2014-01-15;0,0246;3257,5
2014-01-16;0,0248;2722,5
2014-01-17;0,0236;1305
2014-01-20;0,022;6989
2014-01-21;0,0242;1775
2014-01-22;0,0245;2930
2014-01-23;0,0244;3090
2014-01-24;0,0238;3655
2014-01-27;0,0193;3173
2014-01-28;0,0256;4729
2014-01-29;0,0309;2723
2014-01-30;0,0353;4791,1
2014-01-31;0,0234;3330
2014-02-03;0,024;1661
2014-02-04;0,0242;1000
2014-02-05;0,0241;2150
2014-02-06;0,0242;1490
2014-02-07;0,0246;935
2014-02-10;0,0242;1165
2014-02-11;0,0242;639,5
2014-02-12;0,024;2412
2014-02-13;0,024;2399,5
2014-02-14;0,0233;1716
2014-02-17;0,0231;2630
2014-02-18;0,0233;1220
2014-02-19;0,0241;1290
2014-02-20;0,0241;1529
2014-02-21;0,0208;2474
2014-02-24;0,0222;4490
2014-02-25;0,0201;4025
2014-02-26;0,0179;5310
2014-02-27;0,0249;2200
2014-02-28;0,0245;2295
2014-03-03;0,0242;915
2014-03-04;0,0244;1680
2014-03-05;0,0246;1435
2014-03-06;0,0247;2283
2014-03-07;0,0249;2180
2014-03-10;0,0249;1224
2014-03-11;0,0252;2062
2014-03-12;0,0252;975
2014-03-13;0,0252;1134
2014-03-14;0,0249;1680
2014-03-17;0,0249;2689,5
2014-03-18;0,0245;1194,5
2014-03-19;0,0243;3394,5
2014-03-20;0,0241;4619,5
2014-03-21;0,0246;1925
2014-03-24;0,0247;1925
2014-03-25;0,0247;1810
2014-03-26;0,0251;2630
2014-03-27;0,0253;1910
2014-03-28;0,0254;765
2014-03-31;0,0242;1529,5
2014-04-01;0,0239;4405
2014-04-02;0,0242;1743
2014-04-03;0,0243;3490
2014-04-04;0,0247;2285
2014-04-07;0,0249;3249
2014-04-08;0,0248;3595
2014-04-09;0,0251;3335
2014-04-10;0,0256;2678
2014-04-11;0,0249;2955
2014-04-14;0,0249;2699
2014-04-15;0,025;1575
2014-04-16;0,0253;2760
2014-04-17;0,0253;1640
2014-04-18;0,0254;5225
2014-04-22;0,0249;5090
2014-04-23;0,0249;3540
2014-04-24;0,0249;2895
2014-04-25;0,0216;4770
2014-04-28;0,0163;2998
2014-04-29;0,025;2062
2014-04-30;0,0247;3965
2014-05-02;0,025;2284
2014-05-05;0,0251;2070
2014-05-06;0,0246;1800
2014-05-07;0,0248;1250
2014-05-08;0,0246;1590
2014-05-09;0,0244;4055
2014-05-12;0,0247;690
2014-05-13;0,0248;650
2014-05-14;0,0251;1350
2014-05-15;0,0252;1560
2014-05-16;0,0248;1180
2014-05-19;0,0246;815
2014-05-20;0,0248;2375
2014-05-21;0,0249;670
2014-05-22;0,0249;1930
2014-05-23;0,0252;1720
2014-05-26;0,0253;1555
2014-05-27;0,0253;2229,5
2014-05-28;0,0252;3809,5
2014-05-29;0,0253;934
2014-05-30;0,0251;595
2014-06-02;0,0246;170
2014-06-03;0,0244;3705
2014-06-04;0,0245;4470
2014-06-05;0,0244;5980
2014-06-06;0,024;4980
2014-06-09;0,0243;1530
2014-06-10;0,024;3935
2014-06-11;0,0241;3304,5
2014-06-12;0,0244;2594,5
2014-06-13;0,0249;1270
2014-06-16;0,0259;3763
2014-06-17;0,0264;1247
2014-06-18;0,0271;3151
2014-06-20;0,0252;1879
2014-06-23;0,0257;1430
2014-06-24;0,0269;2270
2014-06-25;0,0261;3530
2014-06-26;0,0261;2660
2014-06-27;0,0253;907
2014-06-30;0,0253;1218
2014-07-01;0,025;1945
2014-07-02;0,025;1260
2014-07-03;0,025;575
2014-07-04;0,0248;1960
2014-07-07;0,0248;3235
2014-07-08;0,0248;1390
2014-07-09;0,0246;4340
2014-07-10;0,0248;2180
2014-07-11;0,0248;3360
2014-07-14;0,0251;3270
2014-07-15;0,0248;1100
2014-07-16;0,0243;2655
2014-07-17;0,0243;3109,8
2014-07-18;0,0245;4340
2014-07-21;0,0246;3880
2014-07-22;0,0246;2740
2014-07-23;0,0244;3010
2014-07-24;0,0242;2780
2014-07-25;0,0169;3155
2014-07-28;0,0203;4674
2014-07-29;0,0191;3275
2014-07-30;0,0251;3110
2014-07-31;0,0251;3680
2014-08-01;0,0252;2810
2014-08-04;0,025;2295
2014-08-05;0,0252;1755
2014-08-06;0,0256;1290
2014-08-07;0,0257;2390
2014-08-08;0,0247;1405
2014-08-11;0,0249;1855
2014-08-12;0,0248;1545
2014-08-13;0,0252;420
2014-08-14;0,0247;2100
2014-08-18;0,025;1300
2014-08-19;0,0251;2260
2014-08-20;0,0248;2814,5
2014-08-21;0,0248;2889,5
2014-08-22;0,025;1545
2014-08-25;0,0243;1720
2014-08-26;0,0235;4275
2014-08-27;0,0256;2548
2014-08-28;0,0262;4576
2014-08-29;0,0257;2820
2014-09-01;0,0246;3010
2014-09-02;0,0247;3510
2014-09-03;0,0247;2475
2014-09-04;0,0246;4850
2014-09-05;0,0253;2295
2014-09-08;0,0255;3677
2014-09-09;0,0257;2389
2014-09-10;0,0256;2459
2014-09-11;0,0258;2904
2014-09-12;0,025;1475
2014-09-15;0,0252;3165
2014-09-16;0,0252;1510
2014-09-17;0,0251;2430
2014-09-18;0,0248;1555
2014-09-19;0,025;2790
2014-09-22;0,0244;3580
2014-09-23;0,0246;3569
2014-09-24;0,0235;1964,5
2014-09-25;0,0229;1317,5
2014-09-26;0,0199;3949
2014-09-29;0,0247;1375
2014-09-30;0,0251;2110
2014-10-01;0,0248;4280
2014-10-02;0,0248;3545
2014-10-03;0,022;2220
2014-10-06;0,0219;4520
2014-10-07;0,0209;2955
2014-10-08;0,0206;3070
2014-10-09;0,0199;3190
2014-10-10;0,0197;920
2014-10-13;0,0193;1194
2014-10-14;0,0201;1030
2014-10-15;0,02;3010
2014-10-16;0,0199;1010
2014-10-17;0,0207;609
2014-10-20;0,0201;2360
2014-10-21;0,02;495
2014-10-22;0,0203;2715
2014-10-23;0,0199;2605
2014-10-24;0,0174;2154
2014-10-27;0,0176;3905
2014-10-28;0,0168;3344,5
2014-10-29;0,0138;2866,5
2014-10-30;0,02;1748,5
2014-10-31;0,018;1150
2014-11-03;0,0185;970
2014-11-04;0,018;520
2014-11-05;0,0193;875
2014-11-06;0,0201;820
2014-11-07;0,0202;895
2014-11-10;0,0202;1230
2014-11-12;0,0198;140
2014-11-13;0,0202;640
2014-11-14;0,0199;1400
2014-11-17;0,02;1000
2014-11-18;0,02;1290
2014-11-19;0,0197;250
2014-11-20;0,0197;2330
2014-11-21;0,02;1373
2014-11-24;0,0203;1120
2014-11-25;0,0202;2460
2014-11-26;0,0204;870
2014-11-27;0,0202;1540
2014-11-28;0,02;1117
2014-12-01;0,0196;1010
2014-12-02;0,0189;4114
2014-12-03;0,0185;7604
2014-12-04;0,0187;785
2014-12-05;0,0198;930
2014-12-08;0,02;731
2014-12-09;0,0202;510
2014-12-10;0,0198;1825
2014-12-11;0,0197;2060
2014-12-12;0,0198;3129
2014-12-15;0,0201;1180
2014-12-16;0,0202;2180
2014-12-17;0,0204;2380
2014-12-18;0,0204;1290
2014-12-19;0,0179;3470
2014-12-22;0,0142;3395
2014-12-23;0,0137;5145
2014-12-24;0,018;600
2014-12-29;0,014;3140
2014-12-30;0,0198;1377
2014-12-31;0,0198;925
2015-01-02;0,019;6370
2015-01-05;0,0173;4433
2015-01-07;0,0172;1830
2015-01-08;0,0166;1435
2015-01-09;0,0185;2170,5
2015-01-12;0,019;480
2015-01-13;0,0192;3344,5
2015-01-14;0,0193;1899,5
2015-01-15;0,02;1434
2015-01-16;0,0177;3890
2015-01-19;0,0126;2528
2015-01-20;0,0177;5795
2015-01-21;0,0178;3348
2015-01-22;0,0171;3855
2015-01-23;0,0161;5070
2015-01-26;0,0151;3275
2015-01-27;0,0148;4995
2015-01-28;0,0188;3540
2015-01-29;0,0207;3912
2015-01-30;0,0202;1960
2015-02-02;0,0174;1150
2015-02-03;0,0161;2795
2015-02-04;0,0163;3890
2015-02-05;0,0177;2243
2015-02-06;0,0195;1498
2015-02-09;0,0197;2770
2015-02-10;0,0193;1648
2015-02-11;0,02;945
2015-02-12;0,0198;1324,5
2015-02-13;0,0198;1590
2015-02-16;0,0207;1933
2015-02-17;0,0207;1357
2015-02-18;0,0198;520
2015-02-19;0,0195;669,5
2015-02-20;0,02;1900
2015-02-23;0,0203;2605
2015-02-24;0,0204;1860
2015-02-25;0,0204;2075
2015-02-26;0,0204;1570
2015-02-27;0,0196;1470
2015-03-02;0,0183;1275
2015-03-03;0,0174;2540
2015-03-04;0,0169;930
2015-03-05;0,0148;2270
2015-03-06;0,0147;1725
2015-03-09;0,0147;995
2015-03-10;0,0148;970
2015-03-11;0,015;370
2015-03-12;0,015;820
2015-03-13;0,0146;950
2015-03-16;0,0153;410
2015-03-17;0,0152;910
2015-03-18;0,015;635
2015-03-19;0,0149;230
2015-03-20;0,0151;885
2015-03-23;0,0151;3370
2015-03-24;0,0154;1690
2015-03-25;0,0153;3010
2015-03-26;0,0155;1910
2015-03-27;0,0127;4065
2015-03-30;0,0123;457
2015-03-31;0,0153;935
2015-04-01;0,015;1210
2015-04-02;0,0151;590
2015-04-03;0,0148;420
2015-04-07;0,0148;120
2015-04-08;0,0149;580
2015-04-09;0,0149;2415
2015-04-10;0,0147;1270
2015-04-13;0,0148;1335
2015-04-14;0,0148;730
2015-04-15;0,0149;804,5
2015-04-16;0,015;744,5
2015-04-17;0,0149;2880
2015-04-20;0,015;530
2015-04-21;0,0148;2070
2015-04-22;0,0149;1025
2015-04-23;0,0154;2240
2015-04-24;0,013;3060
2015-04-27;0,0127;3830
2015-04-28;0,0091;6870
2015-04-29;0,0142;1341,5
2015-04-30;0,0147;1780
2015-05-04;0,0148;525
2015-05-05;0,015;1345
2015-05-06;0,0153;1410
2015-05-07;0,0152;1270
2015-05-08;0,0142;1350
2015-05-11;0,0131;1440
2015-05-12;0,0135;1870
2015-05-13;0,0132;1725
2015-05-14;0,0129;1600
2015-05-15;0,0139;3080
2015-05-18;0,0147;530
2015-05-19;0,0139;2150
2015-05-20;0,0132;3580
2015-05-21;0,0129;3805
2015-05-22;0,0139;3200
2015-05-25;0,0138;5905
2015-05-26;0,0136;4225
2015-05-27;0,0134;1675
2015-05-28;0,0138;2275
2015-05-29;0,0149;353
2015-06-01;0,014;660
2015-06-02;0,0143;670
2015-06-03;0,0142;1225
2015-06-05;0,0138;1460
2015-06-08;0,0137;2195
2015-06-09;0,0131;1309,5
2015-06-10;0,0132;419,5
2015-06-11;0,0131;2189,5
2015-06-12;0,0146;1920
2015-06-15;0,0156;835
2015-06-16;0,0164;1681
2015-06-17;0,0158;2414,5
2015-06-18;0,0154;2509,5
2015-06-19;0,0148;945
2015-06-22;0,0148;1495
2015-06-23;0,015;670
2015-06-24;0,015;719
2015-06-25;0,0145;3389,5
2015-06-26;0,008;2214
2015-06-29;0,014;650
2015-06-30;0,0151;1465
2015-07-01;0,0144;325
2015-07-02;0,0148;1180
2015-07-03;0,015;860
2015-07-06;0,0151;1220
2015-07-07;0,0149;660
2015-07-08;0,0151;1004,5
2015-07-09;0,0151;974,5
2015-07-10;0,0147;1330
2015-07-13;0,0149;865
2015-07-14;0,0148;1860
2015-07-15;0,0149;3381
2015-07-16;0,0149;1700
2015-07-17;0,0152;560
2015-07-20;0,0151;1885
2015-07-21;0,015;3330
2015-07-22;0,0149;3345
2015-07-23;0,0149;3195
2015-07-24;0,0136;3940
2015-07-27;0,0119;6985
2015-07-28;0,0092;5390
2015-07-29;0,0081;4945
2015-07-30;0,0148;1165
2015-07-31;0,0148;2625
2015-08-03;0,0151;470
2015-08-04;0,0147;695
2015-08-05;0,0149;1020
2015-08-06;0,0148;1070
2015-08-07;0,0145;420
2015-08-10;0,0147;335
2015-08-11;0,0149;760
2015-08-12;0,015;730
2015-08-13;0,0151;340
2015-08-14;0,0146;290
2015-08-17;0,0153;1120
2015-08-18;0,0151;820
2015-08-19;0,0151;190
2015-08-20;0,0149;120
2015-08-21;0,0153;1400
2015-08-24;0,0157;1250
2015-08-25;0,0164;1293
2015-08-26;0,018;1650
2015-08-27;0,0168;2540
2015-08-28;0,0144;1165
2015-08-31;0,0148;215
2015-09-01;0,0145;275
2015-09-02;0,0145;1830
2015-09-03;0,0147;695
2015-09-04;0,015;530
2015-09-07;0,0148;919,5
2015-09-08;0,0151;300
2015-09-09;0,0148;2755
2015-09-10;0,015;3530
2015-09-11;0,0148;940
2015-09-14;0,0149;300
2015-09-15;0,0153;414,5
2015-09-16;0,0152;3584,5
2015-09-17;0,0151;3604,5
2015-09-18;0,015;3340
2015-09-21;0,0144;3320
2015-09-22;0,0136;1855
2015-09-23;0,0115;470
2015-09-24;0,0119;2540
2015-09-25;0,0128;5010
2015-09-28;0,0157;4817
2015-09-29;0,0174;3713
2015-09-30;0,016;1005
2015-10-01;0,0155;2765
2015-10-02;0,0153;5055
2015-10-05;0,0153;4535
2015-10-06;0,0154;3020
2015-10-07;0,0154;3153
2015-10-08;0,0155;2964
2015-10-09;0,015;1745
2015-10-12;0,0153;445
2015-10-13;0,0152;1555
2015-10-14;0,015;2030
2015-10-15;0,0151;1755
2015-10-16;0,015;4495
2015-10-19;0,0147;1470
2015-10-20;0,0136;3620
2015-10-21;0,014;2750
2015-10-22;0,0136;3234
2015-10-23;0,0134;6645
2015-10-26;0,0129;3363
2015-10-27;0,0112;2840
2015-10-28;0,0073;2070
2015-10-29;0,006;2943
2015-10-30;0,0141;2085
2015-11-02;0,015;1855
2015-11-03;0,0149;1935
2015-11-04;0,015;2200
2015-11-05;0,0149;2285
2015-11-06;0,0148;1120
2015-11-09;0,0149;1440
2015-11-10;0,0151;1124,5
2015-11-12;0,0151;764,5
2015-11-13;0,0137;740
2015-11-16;0,0145;120
2015-11-17;0,0137;2195
2015-11-18;0,0135;940
2015-11-19;0,014;410
2015-11-20;0,0147;3059
2015-11-23;0,0151;1435
2015-11-24;0,0153;300
2015-11-25;0,015;1500
2015-11-26;0,0151;3440
2015-11-27;0,0144;1410
2015-11-30;0,0149;2842,5
2015-12-01;0,0149;1885
2015-12-02;0,0145;3675
2015-12-03;0,0147;1760
2015-12-04;0,0149;2370
2015-12-07;0,0151;400
2015-12-08;0,015;570
2015-12-09;0,0149;1290
2015-12-10;0,0149;1160
2015-12-11;0,0148;1105
2015-12-14;0,015;1980
2015-12-15;0,015;1130
2015-12-16;0,0152;1460
2015-12-17;0,0151;1075
2015-12-18;0,0145;3395
2015-12-21;0,0143;3390
2015-12-22;0,0122;2452
2015-12-23;0,0091;1790
2015-12-24;0,0109;3250
2015-12-28;0,0076;3810
2015-12-29;0,0069;3675
2015-12-30;0,0125;1494
2015-12-31;0,016;20
2016-01-04;0,014;1670
2016-01-05;0,0119;2680
2016-01-07;0,0127;2629,5
2016-01-08;0,0125;2930
2016-01-11;0,0139;1280
2016-01-12;0,0139;1709,5
2016-01-13;0,0141;1664,5
2016-01-14;0,0144;1444,5
2016-01-15;0,0143;2710
2016-01-18;0,0148;1035
2016-01-19;0,0138;1540
2016-01-20;0,0107;4650
2016-01-21;0,0085;3269,5
2016-01-22;0,0121;3845
2016-01-25;0,0151;3715
2016-01-26;0,0168;2000
2016-01-27;0,0166;1405
2016-01-28;0,0162;850
2016-01-29;0,013;1198
2016-02-01;0,0129;1778
2016-02-02;0,0132;650
2016-02-03;0,0137;170
2016-02-04;0,0134;695
2016-02-05;0,0128;1125
2016-02-08;0,0126;2260
2016-02-09;0,0126;1280
2016-02-10;0,0128;2050
2016-02-11;0,0132;1150
2016-02-12;0,0138;1850
2016-02-15;0,0146;1710
2016-02-16;0,0149;2495
2016-02-17;0,0144;3070
2016-02-18;0,0142;1370
2016-02-19;0,0124;2267,5
2016-02-22;0,0109;2040
2016-02-23;0,0097;3161
2016-02-24;0,0089;2098,5
2016-02-25;0,008;2935
2016-02-26;0,0132;903,2
2016-02-29;0,008;155
2016-03-01;0,0129;790
2016-03-02;0,0127;1060
2016-03-03;0,013;740
