Data;Stawka;Obrót
2008-10-01;0,0624;3783
2008-10-02;0,0621;3973,5
2008-10-03;0,0607;4568
2008-10-06;0,0607;3735
2008-10-07;0,0609;4837
2008-10-08;0,0614;6139
2008-10-09;0,0615;5212
2008-10-10;0,0613;4275
2008-10-13;0,0608;4352
2008-10-14;0,0612;4389
2008-10-15;0,0614;2648
2008-10-16;0,0648;3619
2008-10-17;0,0609;2839
2008-10-20;0,0568;3492
2008-10-21;0,0481;2752
2008-10-22;0,0498;4145
2008-10-23;0,0482;2260
2008-10-24;0,0504;1475
2008-10-27;0,0466;1040
2008-10-28;0,0463;1050
2008-10-29;0,0456;1050
2008-10-30;0,0456;1340
2008-10-31;0,0602;2050
2008-11-03;0,0589;3692
2008-11-04;0,0563;3071
2008-11-05;0,0529;2337
2008-11-06;0,0519;2954
2008-11-07;0,063;3432
2008-11-10;0,0662;3877
2008-11-12;0,0624;3249
2008-11-13;0,0597;2828
2008-11-14;0,0557;2097
2008-11-17;0,0526;2747
2008-11-18;0,0494;1962
2008-11-19;0,0479;4255
2008-11-20;0,0486;3975
2008-11-21;0,0502;2370
2008-11-24;0,0472;1874
2008-11-25;0,0498;638
2008-11-26;0,0483;1625
2008-11-27;0,0453;1263
2008-11-28;0,0445;180
2008-12-01;0,0567;3103
2008-12-02;0,056;3430
2008-12-03;0,0548;3111
2008-12-04;0,0556;2525
2008-12-05;0,0532;3879
2008-12-08;0,0534;3622
2008-12-09;0,052;3157
2008-12-10;0,0526;5393
2008-12-11;0,051;3354
2008-12-12;0,0533;3934
2008-12-15;0,0512;4406
2008-12-16;0,0474;4777
2008-12-17;0,0467;4448
2008-12-18;0,0438;2984
2008-12-19;0,0502;3545
2008-12-22;0,0459;2299
2008-12-23;0,048;3172
2008-12-24;0,0433;1755
2008-12-29;0,0368;3710
2008-12-30;0,0364;3079
2008-12-31;0,0639;677
2009-01-02;0,0515;5022
2009-01-05;0,0504;4000
2009-01-06;0,0488;3015
2009-01-07;0,0455;2725
2009-01-08;0,0396;3009,5
2009-01-09;0,0463;5712
2009-01-12;0,0454;2755
2009-01-13;0,0447;2466
2009-01-14;0,0434;4148
2009-01-15;0,0459;2571
2009-01-16;0,0528;2820
2009-01-19;0,0557;2155
2009-01-20;0,0494;2673
2009-01-21;0,0498;3792
2009-01-22;0,046;3903
2009-01-23;0,0489;4683
2009-01-26;0,048;3120
2009-01-27;0,0389;1525
2009-01-28;0,0373;3270
2009-01-29;0,0378;3785
2009-01-30;0,0346;3362
2009-02-02;0,041;3960
2009-02-03;0,0409;2938
2009-02-04;0,0407;3440
2009-02-05;0,0414;2950
2009-02-06;0,0423;2710
2009-02-09;0,0414;3350
2009-02-10;0,0414;4064
2009-02-11;0,0412;3300
2009-02-12;0,041;2990
2009-02-13;0,0406;4947
2009-02-16;0,0395;4475
2009-02-17;0,0395;4196
2009-02-18;0,0381;3610
2009-02-19;0,0369;2450
2009-02-20;0,0334;3402
2009-02-23;0,0282;2665
2009-02-24;0,0277;800
2009-02-25;0,0279;1600
2009-02-26;0,026;1870
2009-02-27;0,0265;700
2009-03-02;0,0291;2332
2009-03-03;0,0287;3915
2009-03-04;0,0283;2605
2009-03-05;0,0286;2297
2009-03-06;0,0278;3241
2009-03-09;0,0277;1676
2009-03-10;0,0292;1690
2009-03-11;0,0284;3395,8
2009-03-12;0,0278;1450
2009-03-13;0,0276;2487
2009-03-16;0,0273;2155
2009-03-17;0,0266;1399
2009-03-18;0,0261;1150
2009-03-19;0,0269;1035
2009-03-20;0,0289;861
2009-03-23;0,0257;670
2009-03-24;0,026;1065
2009-03-25;0,0257;382
2009-03-26;0,0239;2116
2009-03-27;0,0238;1850
2009-03-30;0,0229;475
2009-03-31;0,0288;1545
2009-04-01;0,029;2414
2009-04-02;0,0298;3459
2009-04-03;0,0277;1765
2009-04-06;0,0251;3075
2009-04-07;0,0247;992
2009-04-08;0,025;1275
2009-04-09;0,0247;2545
2009-04-10;0,0273;1657
2009-04-14;0,0266;2835
2009-04-15;0,0269;2589
2009-04-16;0,0278;1992
2009-04-17;0,0283;2807
2009-04-20;0,0262;1020
2009-04-21;0,0256;2975
2009-04-22;0,0245;1615
2009-04-23;0,0242;1860
2009-04-24;0,0287;2470
2009-04-27;0,0324;3050
2009-04-28;0,0316;4075
2009-04-29;0,0242;1400
2009-04-30;0,0356;1350
2009-05-04;0,0357;1496
2009-05-05;0,0363;2083
2009-05-06;0,0378;1418
2009-05-07;0,0375;1695
2009-05-08;0,0363;2221
2009-05-11;0,0373;1925
2009-05-12;0,0356;2566
2009-05-13;0,0344;1677
2009-05-14;0,0351;2925
2009-05-15;0,039;2654
2009-05-18;0,0396;3625
2009-05-19;0,0388;3439
2009-05-20;0,0359;4052
2009-05-21;0,0349;2659
2009-05-22;0,0305;2555
2009-05-25;0,0236;4033
2009-05-26;0,0231;2248
2009-05-27;0,0231;2258
2009-05-28;0,0229;2313
2009-05-29;0,023;2687
2009-06-01;0,0362;1705
2009-06-02;0,0365;2364
2009-06-03;0,0355;2044
2009-06-04;0,0344;1880
2009-06-05;0,0319;1417
2009-06-08;0,0257;2472
2009-06-09;0,0264;1459
2009-06-10;0,0279;1770
2009-06-12;0,0321;2490
2009-06-15;0,0322;5237
2009-06-16;0,033;3100
2009-06-17;0,0331;5122
2009-06-18;0,0329;4319
2009-06-19;0,0268;3215
2009-06-22;0,0236;3739
2009-06-23;0,0231;2576
2009-06-24;0,023;837
2009-06-25;0,0216;2616
2009-06-26;0,021;2180
2009-06-29;0,0217;4693
2009-06-30;0,0356;3115
2009-07-01;0,0348;5644
2009-07-02;0,0346;6879
2009-07-03;0,0331;5770
2009-07-06;0,0267;2940
2009-07-07;0,0249;2312
2009-07-08;0,0243;3226,5
2009-07-09;0,0238;2405
2009-07-10;0,0308;4055
2009-07-13;0,0293;3280
2009-07-14;0,0291;4950
2009-07-15;0,0291;4387
2009-07-16;0,0319;4168
2009-07-17;0,0245;3426
2009-07-20;0,0207;3350
2009-07-21;0,0209;2958
2009-07-22;0,0209;3753
2009-07-23;0,021;3083
2009-07-24;0,0212;3750
2009-07-27;0,0213;3648
2009-07-28;0,0207;3585
2009-07-29;0,0204;913
2009-07-30;0,0207;765
2009-07-31;0,0295;1810
2009-08-03;0,0251;1325
2009-08-04;0,0238;1145
2009-08-05;0,0239;1970
2009-08-06;0,0239;3045
2009-08-07;0,0288;1904
2009-08-10;0,0291;2578
2009-08-11;0,027;2439
2009-08-12;0,0293;2527
2009-08-13;0,0324;3072
2009-08-14;0,0305;3080
2009-08-17;0,0288;3688
2009-08-18;0,0302;2305
2009-08-19;0,0301;3940
2009-08-20;0,0301;5275
2009-08-21;0,0224;3078
2009-08-24;0,0206;1962
2009-08-25;0,0205;2320
2009-08-26;0,0205;1625
2009-08-27;0,0205;2079
2009-08-28;0,021;1639
2009-08-31;0,0313;2740
2009-09-01;0,0311;2100
2009-09-02;0,0309;1703
2009-09-03;0,0308;686
2009-09-04;0,0294;4091
2009-09-07;0,0251;3638
2009-09-08;0,0248;2150
2009-09-09;0,0249;3148
2009-09-10;0,0249;1742
2009-09-11;0,0297;2505
2009-09-14;0,0303;3943
2009-09-15;0,0311;4806
2009-09-16;0,0314;3592
2009-09-17;0,0303;2594
2009-09-18;0,0257;4558
2009-09-21;0,0217;3003
2009-09-22;0,0208;2930
2009-09-23;0,0207;4120
2009-09-24;0,0205;2165
2009-09-25;0,0209;1807
2009-09-28;0,0203;3915
2009-09-29;0,0206;3835
2009-09-30;0,0348;3303
2009-10-01;0,0342;3408
2009-10-02;0,0301;3531
2009-10-05;0,0249;2650
2009-10-06;0,0253;3515
2009-10-07;0,0248;4612
2009-10-08;0,0241;3878
2009-10-09;0,027;3015
2009-10-12;0,0266;3140
2009-10-13;0,0272;2623
2009-10-14;0,0281;2841
2009-10-15;0,0283;3135
2009-10-16;0,0276;4953
2009-10-19;0,0274;4885
2009-10-20;0,0264;4023
2009-10-21;0,0244;4285
2009-10-22;0,0215;2565
2009-10-23;0,0278;2803
2009-10-26;0,0237;5710
2009-10-27;0,0226;5208
2009-10-28;0,0224;2948
2009-10-29;0,0229;3472
2009-10-30;0,0252;2229
2009-11-02;0,0286;1495
2009-11-03;0,0292;1840
2009-11-04;0,0287;3674
2009-11-05;0,0287;3234
2009-11-06;0,0309;1245
2009-11-09;0,0329;1868
2009-11-10;0,0324;1305
2009-11-12;0,0327;1965
2009-11-13;0,0328;2010
2009-11-16;0,033;2160
2009-11-17;0,033;2639
2009-11-18;0,0328;2020
2009-11-19;0,0329;1515
2009-11-20;0,0239;1580
2009-11-23;0,0204;617
2009-11-24;0,0204;1125
2009-11-25;0,0204;725
2009-11-26;0,0203;1568
2009-11-27;0,0207;275
2009-11-30;0,0268;2165
2009-12-01;0,024;3045
2009-12-02;0,0228;2114
2009-12-03;0,0222;1665
2009-12-04;0,0236;1305
2009-12-07;0,0211;2330
2009-12-08;0,0206;1725
2009-12-09;0,0207;3148
2009-12-10;0,021;1345
2009-12-11;0,0207;1730
2009-12-14;0,0204;2700
2009-12-15;0,0204;2450
2009-12-16;0,0204;1550
2009-12-17;0,0206;2290
2009-12-18;0,0293;2945
2009-12-21;0,0218;3625
2009-12-22;0,0233;2715
2009-12-23;0,0223;1260
2009-12-24;0,021;725
2009-12-28;0,0205;3299
2009-12-29;0,0204;2360
2009-12-30;0,0208;1640
2009-12-31;0,0356;1906
2010-01-04;0,0215;3423
2010-01-05;0,0203;2184
2010-01-06;0,0203;602
2010-01-07;0,0203;875
2010-01-08;0,0279;4059
2010-01-11;0,0308;1774
2010-01-12;0,0271;1390
2010-01-13;0,0253;2315
2010-01-14;0,0241;2553
2010-01-15;0,028;4005
2010-01-18;0,0274;3900
2010-01-19;0,0302;3788
2010-01-20;0,0287;4455
2010-01-21;0,0272;2770
2010-01-22;0,0271;3704
2010-01-25;0,0267;5290
2010-01-26;0,0295;4426,5
2010-01-27;0,0282;2215
2010-01-28;0,029;2940,5
2010-01-29;0,0261;2763
2010-02-01;0,0285;4422
2010-02-02;0,0295;3820
2010-02-03;0,0286;3170
2010-02-04;0,0288;2330
2010-02-05;0,0257;4920
2010-02-08;0,0257;0
2010-02-09;0,0257;3505
2010-02-10;0,0249;5070
2010-02-11;0,0245;3250
2010-02-12;0,0259;3022
2010-02-15;0,0259;3459
2010-02-16;0,0291;2062
2010-02-17;0,0311;2442
2010-02-18;0,0293;3325
2010-02-19;0,028;4248
2010-02-22;0,0289;7588
2010-02-23;0,0281;6853
2010-02-24;0,0273;5083
2010-02-25;0,0272;7801
2010-02-26;0,0245;5088
2010-03-01;0,0292;6505
2010-03-02;0,0288;4358
2010-03-03;0,0293;3618,5
2010-03-04;0,0296;2687
2010-03-05;0,0275;3938
2010-03-08;0,0277;4283
2010-03-09;0,0266;2880
2010-03-10;0,0259;4084
2010-03-11;0,0261;3060
2010-03-12;0,0299;2548
2010-03-15;0,0315;3093
2010-03-16;0,0343;3341
2010-03-17;0,0331;1594
2010-03-18;0,0319;2653
2010-03-19;0,0263;6665
2010-03-22;0,0235;3209
2010-03-23;0,0226;3176
2010-03-24;0,0215;3808
2010-03-25;0,0211;4496
2010-03-26;0,0239;4184
2010-03-29;0,0223;5916
2010-03-30;0,0215;2760
2010-03-31;0,0323;3659
2010-04-01;0,0339;2399
2010-04-02;0,0262;2547
2010-04-06;0,0265;2924
2010-04-07;0,0266;3552
2010-04-08;0,0268;2853
2010-04-09;0,0312;2411
2010-04-12;0,0309;3468
2010-04-13;0,0307;2969
2010-04-14;0,0294;3393
2010-04-15;0,0284;5181
2010-04-16;0,0284;3682
2010-04-19;0,0282;2467
2010-04-20;0,0288;3475
2010-04-21;0,028;2324
2010-04-22;0,0319;4825
2010-04-23;0,0301;4584
2010-04-26;0,0261;4455
2010-04-27;0,0268;5314
2010-04-28;0,0239;6554
2010-04-29;0,0218;4627
2010-04-30;0,0321;5319
2010-05-04;0,0336;3826
2010-05-05;0,0334;3486
2010-05-06;0,033;2645
2010-05-07;0,0327;4375
2010-05-10;0,0331;3610
2010-05-11;0,0324;5409
2010-05-12;0,0303;5458
2010-05-13;0,0305;4056
2010-05-14;0,0319;3445
2010-05-17;0,0313;2127
2010-05-18;0,0319;2896
2010-05-19;0,0313;2764
2010-05-20;0,031;4036
2010-05-21;0,0318;4845
2010-05-24;0,0279;7178
2010-05-25;0,0262;7760
2010-05-26;0,0235;7905
2010-05-27;0,0234;8162
2010-05-28;0,0235;2637
2010-05-31;0,0302;4175
2010-06-01;0,0296;3260
2010-06-02;0,0337;5321
2010-06-04;0,0318;3789
2010-06-07;0,0296;3915
2010-06-08;0,0293;2894
2010-06-09;0,0289;6406
2010-06-10;0,0289;5329
2010-06-11;0,0324;4708
2010-06-14;0,0319;3369
2010-06-15;0,0305;3566
2010-06-16;0,0317;2249,5
2010-06-17;0,0327;2258
2010-06-18;0,0321;2092
2010-06-21;0,0315;4389
2010-06-22;0,0313;4686
2010-06-23;0,0316;4313
2010-06-24;0,0305;5519,5
2010-06-25;0,0232;4895,5
2010-06-28;0,0238;5903
2010-06-29;0,0285;5598
2010-06-30;0,0372;3736
2010-07-01;0,0348;3075
2010-07-02;0,031;3203
2010-07-05;0,0304;5749
2010-07-06;0,029;2302
2010-07-07;0,0277;2005
2010-07-08;0,0284;3095
2010-07-09;0,032;2616
2010-07-12;0,0321;2005
2010-07-13;0,0328;2583
2010-07-14;0,0342;1665
2010-07-15;0,034;2235
2010-07-16;0,0271;4756
2010-07-19;0,0222;3902
2010-07-20;0,0214;2935
2010-07-21;0,0216;4009
2010-07-22;0,021;2869
2010-07-23;0,026;5024
2010-07-26;0,031;5632
2010-07-27;0,0312;2670
2010-07-28;0,0277;4370
2010-07-29;0,0253;3533
2010-07-30;0,0224;1095
2010-08-02;0,0313;1887
2010-08-03;0,0313;949
2010-08-04;0,0311;3833
2010-08-05;0,0316;1618
2010-08-06;0,0313;957
2010-08-09;0,0318;926
2010-08-10;0,0335;1572
2010-08-11;0,0322;945
2010-08-12;0,0323;1358
2010-08-13;0,0339;2254
2010-08-16;0,0347;1765
2010-08-17;0,0338;2617
2010-08-18;0,0335;4080
2010-08-19;0,0336;2111
2010-08-20;0,031;4897
2010-08-23;0,029;4457
2010-08-24;0,0255;3781
2010-08-25;0,0215;5252
2010-08-26;0,0217;7084,5
2010-08-27;0,0242;4792
2010-08-30;0,022;2047
2010-08-31;0,0343;3314
2010-09-01;0,0324;2873
2010-09-02;0,0318;3413
2010-09-03;0,0298;3220
2010-09-06;0,0285;3951
2010-09-07;0,0287;5879
2010-09-08;0,029;4431
2010-09-09;0,0291;7084
2010-09-10;0,0279;3593
2010-09-13;0,0269;6018
2010-09-14;0,0272;4152
2010-09-15;0,0275;5733
2010-09-16;0,0291;5542
2010-09-17;0,0292;3360
2010-09-20;0,0294;3965
2010-09-21;0,029;3873
2010-09-22;0,0284;4011
2010-09-23;0,0281;6514
2010-09-24;0,0254;4307
2010-09-27;0,0216;2741
2010-09-28;0,0205;1851
2010-09-29;0,0204;1351
2010-09-30;0,0345;2590
2010-10-01;0,0298;3921
2010-10-04;0,0267;4329
2010-10-05;0,0274;3824
2010-10-06;0,0269;3636
2010-10-07;0,0286;4864
2010-10-08;0,0328;4851
2010-10-11;0,0317;3722
2010-10-12;0,0325;3997
2010-10-13;0,032;4799
2010-10-14;0,0318;2938
2010-10-15;0,0291;3372
2010-10-18;0,0282;3418
2010-10-19;0,0285;2940
2010-10-20;0,0289;2576
2010-10-21;0,0294;3205
2010-10-22;0,0331;2854
2010-10-25;0,032;4484
2010-10-26;0,0329;3688
2010-10-27;0,0338;2524,3
2010-10-28;0,0332;3141
2010-10-29;0,026;3663
2010-11-02;0,0279;5569
2010-11-03;0,0297;3619
2010-11-04;0,0297;3018
2010-11-05;0,0292;4829
2010-11-08;0,0295;3389
2010-11-09;0,03;3016
2010-11-10;0,03;2399
2010-11-12;0,0321;5109
2010-11-15;0,03;3391
2010-11-16;0,0304;3901
2010-11-17;0,0285;4130
2010-11-18;0,0283;2919
2010-11-19;0,0287;5184
2010-11-22;0,0278;5957
2010-11-23;0,0273;3545
2010-11-24;0,024;3756
2010-11-25;0,022;2511
2010-11-26;0,0214;6060
2010-11-29;0,021;3069
2010-11-30;0,0359;4819
2010-12-01;0,0355;2859
2010-12-02;0,0358;3509
2010-12-03;0,0283;3066
2010-12-06;0,0261;3871
2010-12-07;0,0258;2894
2010-12-08;0,0277;5421
2010-12-09;0,0294;3743
2010-12-10;0,0343;3473
2010-12-13;0,0344;2841
2010-12-14;0,0345;3169
2010-12-15;0,0343;3319
2010-12-16;0,0345;3347
2010-12-17;0,0294;8898
2010-12-20;0,0262;5603
2010-12-21;0,0261;6331
2010-12-22;0,0267;2532
2010-12-23;0,026;4633
2010-12-24;0,0226;833
2010-12-27;0,0209;1601
2010-12-28;0,0208;2510
2010-12-29;0,0208;2550
2010-12-30;0,02;270
2010-12-31;0,0323;187
2011-01-03;0,0271;3250
2011-01-04;0,0288;4036
2011-01-05;0,0309;2884
2011-01-07;0,035;4498
2011-01-10;0,0352;1645
2011-01-11;0,0356;1923
2011-01-12;0,0357;2049
2011-01-13;0,0351;1721
2011-01-14;0,0316;2713
2011-01-17;0,0299;4225
2011-01-18;0,0305;3361
2011-01-19;0,0311;4065
2011-01-20;0,0317;2936
2011-01-21;0,0263;3979
2011-01-24;0,0239;2653
2011-01-25;0,0282;5280
2011-01-26;0,0268;1954
2011-01-27;0,0283;3315
2011-01-28;0,0256;3429
2011-01-31;0,0341;2245
2011-02-01;0,0339;2122
2011-02-02;0,0343;2614
2011-02-03;0,034;1813
2011-02-04;0,033;2342
2011-02-07;0,032;3200
2011-02-08;0,032;2380
2011-02-09;0,0316;5277
2011-02-10;0,0317;4599
2011-02-11;0,0313;2700
2011-02-14;0,0311;4155
2011-02-15;0,0321;5322
2011-02-16;0,0338;5965
2011-02-17;0,0318;4590
2011-02-18;0,0312;3604
2011-02-21;0,0301;7170
2011-02-22;0,0324;4059
2011-02-23;0,0299;3339
2011-02-24;0,0288;4506
2011-02-25;0,026;3795
2011-02-28;0,0323;4757
2011-03-01;0,0342;3644
2011-03-02;0,0349;2275
2011-03-03;0,0341;1306
2011-03-04;0,0342;3407
2011-03-07;0,0352;1725
2011-03-08;0,0358;1937
2011-03-09;0,0355;2155
2011-03-10;0,0353;1832
2011-03-11;0,0354;3223
2011-03-14;0,0366;509
2011-03-15;0,0366;3172
2011-03-16;0,0368;2378
2011-03-17;0,0368;2153
2011-03-18;0,0354;5592
2011-03-21;0,0343;5840
2011-03-22;0,0339;5482
2011-03-23;0,0344;2979
2011-03-24;0,0349;3678
2011-03-25;0,0309;5193
2011-03-28;0,0374;6943
2011-03-29;0,0391;3770
2011-03-30;0,0309;4584
2011-03-31;0,0391;4900
2011-04-01;0,0353;1825
2011-04-04;0,0345;1823
2011-04-05;0,0358;3065
2011-04-06;0,0375;2133
2011-04-07;0,037;6456
2011-04-08;0,0352;5708
2011-04-11;0,0334;5440
2011-04-12;0,0334;5353
2011-04-13;0,034;2883
2011-04-14;0,0352;2862
2011-04-15;0,0355;4022
2011-04-18;0,0358;4223
2011-04-19;0,0364;2743
2011-04-20;0,0371;5579
2011-04-21;0,0369;4778
2011-04-22;0,0363;2213
2011-04-26;0,0349;5339
2011-04-27;0,0361;2145
2011-04-28;0,0375;3755
2011-04-29;0,0291;2274
2011-05-02;0,0378;3025
2011-05-04;0,0375;4488
2011-05-05;0,0377;3231
2011-05-06;0,0349;3360
2011-05-09;0,0355;5349
2011-05-10;0,0358;4352
2011-05-11;0,0366;5977
2011-05-12;0,0402;1384
2011-05-13;0,038;4563
2011-05-16;0,0353;4158
2011-05-17;0,0361;2350
2011-05-18;0,0352;2640
2011-05-19;0,0335;5771
2011-05-20;0,03;7189
2011-05-23;0,0303;4118
2011-05-24;0,0327;3439
2011-05-25;0,0288;6292
2011-05-26;0,0288;6035
2011-05-27;0,0288;2850
2011-05-30;0,0286;4919
2011-05-31;0,0403;2530
2011-06-01;0,0409;1613
2011-06-02;0,0403;2370
2011-06-03;0,0401;3091
2011-06-06;0,0399;2461
2011-06-07;0,0403;2831
2011-06-08;0,042;2087
2011-06-09;0,0433;2589,5
2011-06-10;0,0422;3933
2011-06-13;0,0415;1575
2011-06-14;0,0432;2074
2011-06-15;0,0431;3615
2011-06-16;0,0435;2565
2011-06-17;0,0412;3293
2011-06-20;0,0413;5275
2011-06-21;0,0412;4394
2011-06-22;0,0387;5779,5
2011-06-24;0,0381;5124
2011-06-27;0,0368;6635
2011-06-28;0,0372;7612
2011-06-29;0,0444;2107,6
2011-06-30;0,0453;1234
2011-07-01;0,0438;3185
2011-07-04;0,0441;2939
2011-07-05;0,0438;4333
2011-07-06;0,0434;1492
2011-07-07;0,0428;3946
2011-07-08;0,043;3805
2011-07-11;0,0437;1340
2011-07-12;0,0436;3478
2011-07-13;0,0437;1808
2011-07-14;0,0438;1599
2011-07-15;0,0426;1996
2011-07-18;0,0434;3757
2011-07-19;0,0432;3160
2011-07-20;0,0434;2268
2011-07-21;0,0438;2326
2011-07-22;0,0435;3764
2011-07-25;0,043;2811
2011-07-26;0,0404;3960
2011-07-27;0,0352;5131
2011-07-28;0,0323;3612
2011-07-29;0,0463;1266
2011-08-01;0,0435;1443
2011-08-02;0,0433;1608
2011-08-03;0,0423;1931
2011-08-04;0,0428;1572
2011-08-05;0,0428;1359
2011-08-08;0,0436;3039
2011-08-09;0,0438;2620
2011-08-10;0,044;2666,5
2011-08-11;0,0452;2042
2011-08-12;0,044;1178
2011-08-16;0,0434;2081
2011-08-17;0,0433;3649
2011-08-18;0,043;3391
2011-08-19;0,044;2423
2011-08-22;0,0441;1775
2011-08-23;0,0438;1040
2011-08-24;0,0438;493
2011-08-25;0,0441;1953
2011-08-26;0,0379;5011
2011-08-29;0,0341;2605
2011-08-30;0,0439;3124
2011-08-31;0,0442;1790
2011-09-01;0,0446;3255
2011-09-02;0,0444;2545
2011-09-05;0,0445;1528
2011-09-06;0,0447;3183
2011-09-07;0,0457;2378
2011-09-08;0,0451;1948
2011-09-09;0,0443;2613
2011-09-12;0,0454;3029,5
2011-09-13;0,0451;2059
2011-09-14;0,045;1307
2011-09-15;0,0455;2834
2011-09-16;0,0426;4874,5
2011-09-19;0,0431;3889
2011-09-20;0,0429;5179
2011-09-21;0,0433;3983
2011-09-22;0,0427;4968,5
2011-09-23;0,0387;6268
2011-09-26;0,0385;3051
2011-09-27;0,0343;3530
2011-09-28;0,0327;3331
2011-09-29;0,0435;1801,1
2011-09-30;0,0421;2997
2011-10-03;0,043;2494
2011-10-04;0,0423;1915
2011-10-05;0,0424;1195
2011-10-06;0,0419;755
2011-10-07;0,0421;4176
2011-10-10;0,0433;1810
2011-10-11;0,0436;3254
2011-10-12;0,0434;2616
2011-10-13;0,044;4797
2011-10-14;0,043;5874
2011-10-17;0,0432;4222
2011-10-18;0,0434;2956
2011-10-19;0,0433;3760
2011-10-20;0,0432;4412
2011-10-21;0,041;4879
2011-10-24;0,0396;4238
2011-10-25;0,0407;4609
2011-10-26;0,0409;3543
2011-10-27;0,0415;2008
2011-10-28;0,0447;1069
2011-10-31;0,043;1965
2011-11-02;0,0421;1681
2011-11-03;0,042;2773
2011-11-04;0,0451;2252
2011-11-07;0,0458;2692
2011-11-08;0,046;1530
2011-11-09;0,0472;2592
2011-11-10;0,0461;1825
2011-11-14;0,0458;2431
2011-11-15;0,0456;2896
2011-11-16;0,0449;3471
2011-11-17;0,0453;3526,5
2011-11-18;0,0437;2730
2011-11-21;0,0422;3550
2011-11-22;0,0421;3160
2011-11-23;0,0431;1448
2011-11-24;0,0436;3370
2011-11-25;0,0429;3953
2011-11-28;0,04;3348
2011-11-29;0,0442;1425
2011-11-30;0,0449;2403
2011-12-01;0,0445;3875
2011-12-02;0,0405;2737
2011-12-05;0,0414;1522
2011-12-06;0,0408;2685
2011-12-07;0,04;1588,5
2011-12-08;0,0418;2326
2011-12-09;0,0407;3121
2011-12-12;0,0408;2749
2011-12-13;0,0417;2657
2011-12-14;0,0426;1479
2011-12-15;0,0431;1661
2011-12-16;0,0375;2799
2011-12-19;0,0367;2138
2011-12-20;0,0403;1040
2011-12-21;0,0386;1425
2011-12-22;0,039;2160
2011-12-23;0,0335;2245
2011-12-27;0,0365;4165
2011-12-28;0,0325;2652
2011-12-29;0,0319;2167,5
2011-12-30;0,0365;412
2012-01-02;0,0406;865
2012-01-03;0,0397;2828
2012-01-04;0,0397;1313
2012-01-05;0,0425;2920
2012-01-09;0,044;3315
2012-01-10;0,0435;735
2012-01-11;0,0436;1322
2012-01-12;0,0435;2486
2012-01-13;0,0423;1450
2012-01-16;0,0428;1568
2012-01-17;0,0424;1760
2012-01-18;0,0414;2082
2012-01-19;0,0408;2711
2012-01-20;0,0402;3468
2012-01-23;0,0403;2406
2012-01-24;0,038;4169,5
2012-01-25;0,0396;5134
2012-01-26;0,0384;2028
2012-01-27;0,0327;2080
2012-01-30;0,0407;1099
2012-01-31;0,0432;2358
2012-02-01;0,0433;2572
2012-02-02;0,0439;2023
2012-02-03;0,0425;3220
2012-02-06;0,0417;1477
2012-02-07;0,0401;3040
2012-02-08;0,0416;2645
2012-02-09;0,041;1698
2012-02-10;0,0428;1365
2012-02-13;0,0426;810
2012-02-14;0,043;495
2012-02-15;0,0433;1575
2012-02-16;0,0429;2695
2012-02-17;0,0433;790
2012-02-20;0,0425;3477
2012-02-21;0,0429;4454
2012-02-22;0,0419;2708
2012-02-23;0,0409;2964
2012-02-24;0,0417;5590
2012-02-27;0,0369;6255
2012-02-28;0,0457;2724
2012-02-29;0,0451;1573
2012-03-01;0,045;1033
2012-03-02;0,0437;1230
2012-03-05;0,0439;1906
2012-03-06;0,0432;3466
2012-03-07;0,0435;3506
2012-03-08;0,0437;1808
2012-03-09;0,044;1884
2012-03-12;0,0439;2628
2012-03-13;0,0436;1480
2012-03-14;0,0441;2311,5
2012-03-15;0,0441;1685
2012-03-16;0,0438;2319
2012-03-19;0,0431;2247
2012-03-20;0,0422;4465
2012-03-21;0,0427;4035
2012-03-22;0,0426;5975,5
2012-03-23;0,0448;5777
2012-03-26;0,0457;2000
2012-03-27;0,0464;1355
2012-03-28;0,046;2174
2012-03-29;0,0452;2980
2012-03-30;0,0432;610
2012-04-02;0,0434;1960
2012-04-03;0,0431;2476
2012-04-04;0,0434;1260
2012-04-05;0,0435;2085,5
2012-04-06;0,0442;695
2012-04-10;0,0445;1565
2012-04-11;0,0442;1537,5
2012-04-12;0,0446;2759,5
2012-04-13;0,0439;2335
2012-04-16;0,0442;2479
2012-04-17;0,044;3275
2012-04-18;0,0433;2410,5
2012-04-19;0,0428;2594
2012-04-20;0,041;4735
2012-04-23;0,0402;3583
2012-04-24;0,042;5448,5
2012-04-25;0,0408;5598
2012-04-26;0,0429;3457
2012-04-27;0,044;799
2012-04-30;0,0398;1378
2012-05-02;0,0425;2119
2012-05-04;0,042;2509
2012-05-07;0,042;2400
2012-05-08;0,0412;2255
2012-05-09;0,0441;2553
2012-05-10;0,0452;3163
2012-05-11;0,0459;4115
2012-05-14;0,0479;2750
2012-05-15;0,0476;2163
2012-05-16;0,0479;2964
2012-05-17;0,0481;2165
2012-05-18;0,0442;3064
2012-05-21;0,0411;4264
2012-05-22;0,0453;2703
2012-05-23;0,0458;1073
2012-05-24;0,0471;2635
2012-05-25;0,0471;5547
2012-05-28;0,0458;3218
2012-05-29;0,0449;3174
2012-05-30;0,048;977
2012-05-31;0,0491;1867
2012-06-01;0,0472;1600
2012-06-04;0,0467;1438
2012-06-05;0,0472;2730
2012-06-06;0,0478;2699
2012-06-08;0,0477;1752
2012-06-11;0,047;1866
2012-06-12;0,0473;2580
